gene_id	variant_id	logafc	sample	Tissue	total_coverage	variants	log2_aFC	TOTAL_COUNT	dir	thresh
ENSG00000137393.10	chr6@18387461@A@G	1.187627	GTOP-BA232-0378	Whole_Blood	59	rs9396858	0.6938968722743202	356	same	20
ENSG00000137193.14	chr6@37172909@A@T	5.04439412	GTOP-BA232-0378	Whole_Blood	34	rs76695753	4.857980995127572	60	same	20
ENSG00000027697.16	chr6@137198451@A@C	0.14986531	GTOP-BA232-0378	Whole_Blood	7978	rs11914	0.1662169526647509	3215	same	20
ENSG00000026297.17	chr6@166929653@G@A	0.28950662	GTOP-BA232-0378	Whole_Blood	7500	rs11159	0.37161521898771516	1702	same	20
ENSG00000285730.1	chr6@166996150@C@A	-2.30580843	GTOP-BA232-0378	Whole_Blood	107	rs377232	-0.8194277543581792	141	same	20
ENSG00000233429.9	chr7@27099210@G@A	2.19264508	GTOP-BA232-0378	Whole_Blood	39	rs1008410	1.5090136474878577	50	same	20
GTOPG000000008	chr7@36576293@A@G	-0.78526115	GTOP-BA232-0378	Whole_Blood	128	rs1987355	-0.911190733042144	193	same	20
ENSG00000105835.13	chr7@106271771@C@T	-0.58701616	GTOP-BA232-0378	Whole_Blood	2342	rs34056375	0.29505918843239326	2100	diff	20
ENSG00000106565.19	chr7@150791528@A@G	-3.39660478	GTOP-BA232-0378	Whole_Blood	738	rs2302479	-3.2644998148382927	435	same	20
GTOPG000000546	chr7@150791528@A@G	-2.7548875	GTOP-BA232-0378	Whole_Blood	31	rs2302479	-3.2644998148382927	435	same	20
ENSG00000173281.5	chr8@9140367@C@T	0.91488339	GTOP-BA232-0378	Whole_Blood	277	rs330923	0.23161630945522826	1598	same	20
ENSG00000104763.20	chr8@18057410@A@T	-0.26274618	GTOP-BA232-0378	Whole_Blood	5506	rs417661	-0.2660026802893702	2317	same	20
ENSG00000147454.14	chr8@23568168@C@T	0.51254296	GTOP-BA232-0378	Whole_Blood	3106	rs17089392	0.15431140600291227	5278	same	20
ENSG00000104765.16	chr8@26383130@A@G	-0.16243367	GTOP-BA232-0378	Whole_Blood	4410	rs1055479	-0.42611694515933374	532	same	20
ENSG00000175606.11	chr8@73976259@C@T	-0.66792395	GTOP-BA232-0378	Whole_Blood	277	rs2306486	-0.6674246609131291	176	same	20
ENSG00000107201.12	chr9@32456658@G@A	3.45943162	GTOP-BA232-0378	Whole_Blood	36	rs12555727	1.5145731728297582	54	same	20
ENSG00000165280.18	chr9@35056964@C@A	0.31513893	GTOP-BA232-0378	Whole_Blood	956	rs1053318	0.4641643567500192	395	same	20
ENSG00000106772.19	chr9@76613379@T@C	-1.51457317	GTOP-BA232-0378	Whole_Blood	54	rs76157996	-2.6020360140800975	99	same	20
ENSG00000136869.16	chr9@117723517@A@G	-0.85113661	GTOP-BA232-0378	Whole_Blood	143	rs7045953	-0.670935723831009	197	same	20
ENSG00000136819.15	chr9@129828073@A@G	-1.02922014	GTOP-BA232-0378	Whole_Blood	1189	rs1806988	-1.179323699444562	222	same	20
ENSG00000151632.18	chr10@4988075@C@T	-1.14886339	GTOP-BA232-1856	Gallbladder	74	rs11252866	-1.1844245711374275	72	same	20
ENSG00000120057.5	chr10@97767186@C@T	0.53249508	GTOP-BA232-1856	Gallbladder	274	rs7478323	0.5567288199922121	850	same	20
ENSG00000196072.12	chr10@100274717@T@C	-2.82833995	GTOP-BA232-1856	Gallbladder	316	rs41290536	1.6438561897747246	33	diff	20
ENSG00000165650.12	chr10@117278860@C@T	2.03952836	GTOP-BA232-1856	Gallbladder	46	rs363236	1.0809199953835675	162	same	20
ENSG00000183605.17	chr10@119141301@C@T	-1.77493344	GTOP-BA232-1856	Gallbladder	199	rs758272461	-1.9068905956085185	76	same	20
ENSG00000149043.17	chr11@1837342@C@T	-0.41385641	GTOP-BA232-1856	Gallbladder	1425	rs2292474	-0.40190572019923826	1409	same	20
ENSG00000137673.9	chr11@102520694@G@A	-0.20657446	GTOP-BA232-1856	Gallbladder	8381	rs14983	-0.2247205441111364	4220	same	20
ENSG00000196611.6	chr11@102790349@G@A	0.3803129	GTOP-BA232-1856	Gallbladder	1984	rs2239008	0.45535908229599054	2447	same	20
ENSG00000180861.9	chr12@13373394@G@T	-4.32192809	GTOP-BA232-1856	Gallbladder	42	rs17821405	-2.990954860396993	179	same	20
ENSG00000139132.16	chr12@32399835@C@G	1.15754128	GTOP-BA232-1856	Gallbladder	84	rs2651369	0.8280473172107051	247	same	20
ENSG00000139289.15	chr12@76027777@A@G	2.96347412	GTOP-BA232-1856	Gallbladder	44	rs7309050	2	95	same	20
ENSG00000080618.17	chr13@46053345@C@G	0.83722545	GTOP-BA232-1856	Gallbladder	666	rs940	1.478047296804644	53	same	20
ENSG00000100445.18	chr14@24440423@C@A	-0.70883416	GTOP-BA232-1856	Gallbladder	382	rs11538256	-0.40742431516896865	442	same	20
ENSG00000224078.16	chr15@24988933@A@T	1.62803122	GTOP-BA232-1856	Gallbladder	45	rs1447025973	1.1963972128035034	158	same	20
ENSG00000140284.11	chr15@50182569@A@C	-1.53841991	GTOP-BA232-1856	Gallbladder	82	rs1648348	-2.716207033999409	106	same	20
ENSG00000225973.4	chr15@55317494@C@T	0.80735492	GTOP-BA232-1856	Gallbladder	121	rs28685005	-0.978626349207433	101	diff	20
ENSG00000182718.18	chr15@60347249@T@A	0.63508598	GTOP-BA232-1856	Gallbladder	674	rs116928563	1.2387868595871165	84	same	20
ENSG00000103876.14	chr15@80152950@G@C	1.32930763	GTOP-BA232-1856	Gallbladder	137	rs112474268	3.5025003405291835	37	same	20
ENSG00000090857.14	chr16@70162283@T@G	1.5849625	GTOP-BA232-1856	Gallbladder	36	rs1044876	1.7258250365610057	168	same	20
ENSG00000103051.21	chr16@70480925@A@C	1.12248401	GTOP-BA232-1856	Gallbladder	251	rs7919	1.0892673380970872	147	same	20
ENSG00000213977.8	chr17@3663563@C@T	-1.41328984	GTOP-BA232-1856	Gallbladder	1513	rs11541134	-0.4453346026244595	1391	same	20
ENSG00000108561.8	chr17@5432890@T@C	0.55959844	GTOP-BA232-1856	Gallbladder	2981	rs1050461	1.5639008851933265	182	same	20
ENSG00000179029.15	chr17@8173337@C@T	-1.6780719100000001	GTOP-BA232-1856	Gallbladder	42	rs3202848	-0.5305147166987798	330	same	20
ENSG00000007237.19	chr17@9916961@T@C	-1.15842936	GTOP-BA232-1856	Gallbladder	181	rs2286532	-0.6620387237397972	847	same	20
ENSG00000167183.3	chr17@47952066@T@G	0.4288433	GTOP-BA232-1856	Gallbladder	1098	rs3096	0.8719923876239285	150	same	20
ENSG00000264364.3	chr17@58083481@T@C	-1.84130225	GTOP-BA232-1856	Gallbladder	55	rs2533003	-1.5753123306874368	199	same	20
ENSG00000261371.6	chr17@64322640@G@A	0.62257679	GTOP-BA232-1856	Gallbladder	673	rs1050382	0.37196877738695794	780	same	20
ENSG00000177426.22	chr18@3451764@C@T	-1.84799691	GTOP-BA232-1856	Gallbladder	46	rs238533	-1.5109619192773793	77	same	20
ENSG00000141469.18	chr18@45724217@G@A	-2.20163386	GTOP-BA232-1856	Gallbladder	28	rs3819179	-2.3923174227787602	25	same	20
ENSG00000277837.1	chr18@57428322@G@C	-1.18442457	GTOP-BA232-1856	Gallbladder	108	rs532056778	-1.0874628412503393	175	same	20
ENSG00000197971.16	chr18@77015547@T@A	-1.40439026	GTOP-BA232-1856	Gallbladder	62	rs7236968	-0.8073549220576042	176	same	20
ENSG00000065268.11	chr19@984554@C@G	-0.50523531	GTOP-BA232-1856	Gallbladder	525	rs4806884	-0.7749334443652267	122	same	20
ENSG00000105355.9	chr19@4838578@T@C	-0.857981	GTOP-BA232-1856	Gallbladder	225	rs60537156	-0.9475325801058645	410	same	20
ENSG00000099785.11	chr19@8413366@G@C	0.84799691	GTOP-BA232-1856	Gallbladder	126	rs890849	1.123382415505282	89	same	20
ENSG00000167642.13	chr19@38264766@C@G	-0.13086201	GTOP-BA232-1856	Gallbladder	4810	rs1046773	-0.2186402864753404	2618	same	20
ENSG00000011485.15	chr19@46347076@G@A	-0.85190136	GTOP-BA232-1856	Gallbladder	115	rs2302595	-1.8073549220576042	36	same	20
ENSG00000063241.8	chr19@55453187@C@A	-0.62593428	GTOP-BA232-1856	Gallbladder	206	rs114227024	3.3882705897160585	195	diff	20
ENSG00000008128.23	chr1@1704114@T@C	-2.39231742	GTOP-BA232-1856	Gallbladder	25	rs576677151	-1.5849625007211563	48	same	20
ENSG00000116661.11	chr1@11648679@T@C	0.89129374	GTOP-BA232-1856	Gallbladder	177	rs1055547	0.8654578766211724	206	same	20
ENSG00000117640.18	chr1@25820023@G@C	0.38176134	GTOP-BA232-1856	Gallbladder	707	rs1127818	0.6698513983076692	171	same	20
ENSG00000116133.13	chr1@54849938@C@G	0.19611634	GTOP-BA232-1856	Gallbladder	2004	rs7373	0.2771433012364402	1838	same	20
ENSG00000132693.12	chr1@159712443@C@T	-0.27958931	GTOP-BA232-1856	Gallbladder	2174	rs1205	-0.47029793191217883	1176	same	20
ENSG00000143158.11	chr1@167917264@A@T	-0.46144796	GTOP-BA232-1856	Gallbladder	927	rs2420	-0.710493382805015	174	same	20
GTOPG000000085	chr22@22697977@T@C	-2.04714298	GTOP-BA232-1856	Gallbladder	1468	rs1312	-2.479992941119614	125	same	20
ENSG00000100336.18	chr22@36190287@C@T	-1.19464743	GTOP-BA232-1856	Gallbladder	148	rs5750238	-1.7369655941662063	52	same	20
ENSG00000198792.13	chr22@38219529@A@T	0.70955014	GTOP-BA232-1856	Gallbladder	224	rs1059804	-0.862496476250065	155	diff	20
ENSG00000100138.15	chr22@41674789@C@T	0.62509061	GTOP-BA232-1856	Gallbladder	661	rs132806	1.0719498418790148	273	same	20
ENSG00000100243.22	chr22@42619710@T@C	-0.2080595	GTOP-BA232-1856	Gallbladder	4765	rs137124	0.2888674788343758	1824	diff	20
ENSG00000100299.18	chr22@50625988@T@C	-3.86507042	GTOP-BA232-1856	Gallbladder	218	rs2071421	-2.325622578445104	469	same	20
ENSG00000035115.22	chr2@218386@G@A	-0.85526491	GTOP-BA232-1856	Gallbladder	1545	rs9213	-0.777607578663552	152	same	20
ENSG00000182551.14	chr2@3498427@T@A	-1.78286261	GTOP-BA232-1856	Gallbladder	2789	rs3349	-1.356485316923731	235	same	20
ENSG00000234171.6	chr2@3558879@C@A	-1.51096192	GTOP-BA232-1856	Gallbladder	77	rs6715189	-2.0995356735509145	37	same	20
ENSG00000042445.14	chr2@85350059@G@A	-1.37064338	GTOP-BA232-1856	Gallbladder	355	rs141214963	-1.6422373060729052	882	same	20
ENSG00000183513.9	chr2@98600130@T@A	0.86673347	GTOP-BA232-1856	Gallbladder	144	rs72823794	-1.4854268271702418	38	diff	20
ENSG00000071082.11	chr2@101019076@C@T	-3.39231742	GTOP-BA232-1856	Gallbladder	46	rs13007048	-2.321928094887362	42	same	20
ENSG00000138430.16	chr2@174075256@G@A	1.69817311	GTOP-BA232-1856	Gallbladder	416	rs1063613	1.0238467419543678	91	same	20
ENSG00000198130.16	chr2@190204708@G@A	-0.77051815	GTOP-BA232-1856	Gallbladder	506	rs1058230	-1.5545888516776374	63	same	20
ENSG00000163359.17	chr2@237324109@C@A	0.42104248	GTOP-BA232-1856	Gallbladder	2243	rs1050785	-0.2577401061642807	999	diff	20
ENSG00000047849.22	chr3@47852998@G@C	0.73434012	GTOP-BA232-1856	Gallbladder	293	rs200324776	0.5464883529065204	935	same	20
ENSG00000163884.4	chr3@126343174@C@A	3.20163386	GTOP-BA232-1856	Gallbladder	51	rs13100106	2.9385994553358565	26	same	20
ENSG00000173905.9	chr3@168009648@C@T	3.45169597	GTOP-BA232-1856	Gallbladder	203	rs4254706	0.618909832644494	284	same	20
ENSG00000181826.10	chr4@37612334@A@C	-2.52356196	GTOP-BA232-1856	Gallbladder	27	rs199984720	-4.0198995574377046	155	same	20
ENSG00000154277.13	chr4@41256961@C@T	0.65896308	GTOP-BA232-1856	Gallbladder	245	rs9321	1.5594274086140185	75	same	20
ENSG00000171234.14	chr4@69051355@C@T	-4.64385619	GTOP-BA232-1856	Gallbladder	26	rs4377650	-1.6780719051126376	42	same	20
ENSG00000251022.6	chr4@82894365@C@T	1.40717538	GTOP-BA232-1856	Gallbladder	168	rs3947914	1.494764691749578	42	same	20
ENSG00000145423.5	chr4@153781265@C@G	0.64762113	GTOP-BA232-1856	Gallbladder	2043	rs79071507	0.770265603322384	533	same	20
ENSG00000164120.14	chr4@174507579@T@C	-2.66296501	GTOP-BA232-1856	Gallbladder	22	rs17060573	-1.777607578663552	31	same	20
ENSG00000242110.9	chr5@33989413@C@T	1	GTOP-BA232-1856	Gallbladder	426	rs2278008	0.9299902787522575	276	same	20
ENSG00000186468.13	chr5@82274575@G@A	2.10433666	GTOP-BA232-1856	Gallbladder	53	rs226203	1.286304185156641	141	same	20
ENSG00000019582.17	chr5@150402064@T@C	-0.17399482	GTOP-BA232-1856	Gallbladder	18164	rs1056400	0.16775490724875472	4081	diff	20
ENSG00000113140.11	chr5@151662989@C@G	-0.1015076	GTOP-BA232-1856	Gallbladder	8588	rs1054204	0.13496125808009107	6825	diff	20
ENSG00000094755.17	chr5@170783757@C@T	-2.56478462	GTOP-BA232-1856	Gallbladder	249	rs929761	-3.2094533656289497	41	same	20
ENSG00000124783.14	chr6@7288678@T@C	0.30959729	GTOP-BA232-1856	Gallbladder	1263	rs3799509	-0.4515090559439902	393	diff	20
ENSG00000111907.21	chr6@125154499@G@T	-1.5849625	GTOP-BA232-1856	Gallbladder	36	rs557339	-3.273018494406416	32	same	20
ENSG00000006468.15	chr7@13895682@C@T	-0.57942432	GTOP-BA232-1856	Gallbladder	217	rs3823702	-1.0681715026415792	96	same	20
ENSG00000106541.12	chr7@16792758@T@A	0.18709729	GTOP-BA232-1856	Gallbladder	3552	rs8071	0.3676794361254786	1578	same	20
ENSG00000106609.16	chr7@66921348@T@G	-0.34444553	GTOP-BA232-1856	Gallbladder	808	rs2293350	-0.3732173235842167	723	same	20
ENSG00000285772.1	chr7@92112657@C@T	0.64742659	GTOP-BA232-1856	Gallbladder	290	rs1135217	0.23099648672476558	1765	same	20
ENSG00000004799.8	chr7@95596501@T@C	-0.19930881	GTOP-BA232-1856	Gallbladder	2610	rs10085637	-2.0874628412503395	84	same	20
ENSG00000171130.19	chr7@149874062@G@C	-0.51768355	GTOP-BA232-1856	Gallbladder	676	rs757046422	-1.0874628412503393	150	same	20
ENSG00000106565.19	chr7@150791528@A@G	-0.18289169	GTOP-BA232-1856	Gallbladder	2654	rs2302479	-0.2818232579730552	1972	same	20
ENSG00000164733.23	chr8@11845144@T@G	-0.14321986	GTOP-BA232-1856	Gallbladder	5686	rs117613666	-0.22355898971964241	3828	same	20
ENSG00000253944.1	chr8@17801572@C@G	-2.24792751	GTOP-BA232-1856	Gallbladder	23	rs6994371	-1.1622714288988771	68	same	20
ENSG00000104763.20	chr8@18057334@G@A	-0.23926624	GTOP-BA232-1856	Gallbladder	2224	rs71526182	-0.4775789653475568	378	same	20
ENSG00000172785.19	chr9@154795@T@C	0.55458885	GTOP-BA232-1856	Gallbladder	553	rs2785333	1.1898245588800171	105	same	20
ENSG00000165280.18	chr9@35056964@C@A	0.1902598	GTOP-BA232-1856	Gallbladder	1944	rs1053318	0.5899805754877808	719	same	20
ENSG00000196196.3	chr9@35906522@G@A	-2.32192809	GTOP-BA232-1856	Gallbladder	54	rs79284865	-1.6138173633933413	134	same	20
ENSG00000188959.10	chr9@110200662@C@T	-0.75097245	GTOP-BA232-1856	Gallbladder	330	rs17806752	-0.8010959315859217	181	same	20
ENSG00000106868.17	chr9@112041006@C@T	-1.64385619	GTOP-BA232-1856	Gallbladder	66	rs2281788	-1.5594274086140185	75	same	20
ENSG00000106992.19	chr9@127867432@T@G	1.296393	GTOP-BA232-1856	Gallbladder	197	rs1588610881	1.3219280948873624	98	same	20
ENSG00000234771.3	chr9@128111356@G@A	1.44057259	GTOP-BA232-1856	Gallbladder	52	rs6478816	1.7369655941662063	117	same	20
ENSG00000198113.3	chr9@137280970@C@T	1.86507042	GTOP-BA232-1856	Gallbladder	65	rs117569577	1.2975227822190845	536	same	20
ENSG00000196139.14	chr10@5094459@C@G	0.23330564	GTOP-BA251-0160	Adipose	1760	rs12529	-0.9088521119418046	141	diff	20
ENSG00000170525.21	chr10@6203211@G@A	0.53051472	GTOP-BA251-0160	Adipose	440	rs202167699	0.21292306014309414	2593	same	20
ENSG00000197746.15	chr10@71816550@C@T	-0.15116997	GTOP-BA251-0160	Adipose	13526	rs7869	-0.16607267594670586	3183	same	20
ENSG00000026103.25	chr10@88991583@A@G	1.24792751	GTOP-BA251-0160	Adipose	54	rs3740286	1.3590810933048283	82	same	20
ENSG00000099194.6	chr10@100364277@T@C	0.17054763	GTOP-BA251-0160	Adipose	10942	rs674179	0.2160699856818361	8121	same	20
ENSG00000177700.6	chr11@840034@C@A	-0.73696559	GTOP-BA251-0160	Adipose	136	rs11246327	-0.7852611512069873	128	same	20
ENSG00000167244.22	chr11@2129214@T@C	-4.06515268	GTOP-BA251-0160	Adipose	408	rs2585	-4.287576590096585	349	same	20
ENSG00000166435.17	chr11@74843102@G@A	-2	GTOP-BA251-0160	Adipose	25	rs517666	-0.8216627587414876	119	same	20
ENSG00000254528.7	chr11@117836476@T@C	2.08746284	GTOP-BA251-0160	Adipose	63	rs10790214	2.5025003405291835	40	same	20
ENSG00000064115.11	chr12@26973263@T@G	-1.95419631	GTOP-BA251-0160	Adipose	39	rs1127782	-2.584962500721156	28	same	20
ENSG00000167272.11	chr12@120579809@C@T	-0.68188064	GTOP-BA251-0160	Adipose	862	rs142190925	-1.1538053360790355	129	same	20
ENSG00000203546.7	chr14@31427763@G@A	1.25633975	GTOP-BA251-0160	Adipose	61	rs34024670	1.628031222613042	45	same	20
ENSG00000100865.15	chr14@102348361@A@G	0.6026645	GTOP-BA251-0160	Adipose	272	rs7141141	-1.3785116232537298	72	diff	20
ENSG00000161981.11	chr16@53923@C@G	-0.43485894	GTOP-BA251-0160	Adipose	595	rs2562145	-1.9259994185562233	24	same	20
ENSG00000197253.14	chr16@1229644@T@C	-10.06877828	GTOP-BA251-0160	Adipose	1075	rs775724245	-6.118941072723508	141	same	20
ENSG00000132376.20	chr17@1495006@C@A	-0.5340616	GTOP-BA251-0160	Adipose	306	rs14391	-0.5949465892937783	241	same	20
ENSG00000213977.8	chr17@3663563@C@T	-1.51281271	GTOP-BA251-0160	Adipose	316	rs11541134	-0.4011653246972862	485	same	20
ENSG00000264364.3	chr17@58090517@C@T	-1.22239242	GTOP-BA251-0160	Adipose	60	rs73995447	-0.4947646917495779	371	same	20
ENSG00000261371.6	chr17@64322640@G@A	0.50332403	GTOP-BA251-0160	Adipose	498	rs1050382	0.5870982450651472	563	same	20
ENSG00000291214.1	chr17@68101661@C@G	2.50250034	GTOP-BA251-0160	Adipose	20	rs62085661	2.289506617194985	53	same	20
ENSG00000108679.13	chr17@78971520@C@T	-0.0835177	GTOP-BA251-0160	Adipose	9849	rs79098171	-0.2206267926239774	2529	same	20
ENSG00000066044.15	chr19@7962900@T@G	-0.5212369	GTOP-BA251-0160	Adipose	263	rs75744398	0.7467135707177683	158	diff	20
ENSG00000099785.11	chr19@8413366@G@C	2.24792751	GTOP-BA251-0160	Adipose	23	rs890849	1.6571122864769914	108	same	20
ENSG00000130303.14	chr19@17403172@T@G	-0.63049423	GTOP-BA251-0160	Adipose	5351	rs9576	0.7766999378403535	719	diff	20
ENSG00000142583.18	chr1@9037192@A@G	0.59991284	GTOP-BA251-0160	Adipose	483	rs1063137	1.096861539252589	113	same	20
ENSG00000049239.13	chr1@9268749@C@T	-2.13750352	GTOP-BA251-0160	Adipose	27	rs3207316	-0.4806258409064206	309	same	20
ENSG00000173641.18	chr1@16015742@A@G	-0.46049752	GTOP-BA251-0160	Adipose	1169	rs1739840	-0.5811794435670511	2224	same	20
ENSG00000244038.11	chr1@20651917@T@C	2.13515958	GTOP-BA251-0160	Adipose	302	rs559542	0.8244284354165455	133	same	20
ENSG00000131238.18	chr1@40073556@G@C	-0.26647936	GTOP-BA251-0160	Adipose	2150	rs1126972	-0.8413022539809418	268	same	20
ENSG00000117226.13	chr1@89007451@C@T	3.52356196	GTOP-BA251-0160	Adipose	75	rs2077694	1.784271308944563	40	same	20
ENSG00000135821.20	chr1@182383486@T@C	0.294365	GTOP-BA251-0160	Adipose	76800	rs7734	0.4514819568078788	9439	same	20
ENSG00000162909.18	chr1@223712842@A@G	-0.31253496	GTOP-BA251-0160	Adipose	760	rs2230083	-0.24909521487592007	1138	same	20
ENSG00000153187.21	chr1@244864047@C@T	0.43647467	GTOP-BA251-0160	Adipose	393	rs6675421	0.7087687023355542	735	same	20
ENSG00000125827.9	chr20@7981481@C@T	0.79955655	GTOP-BA251-0160	Adipose	581	rs1058007	-0.6957429314396932	186	diff	20
ENSG00000124212.6	chr20@49504240@G@A	0.6662626	GTOP-BA251-0160	Adipose	238	rs4647	0.4822154846291732	616	same	20
ENSG00000171940.14	chr20@53567845@T@A	6.08746284	GTOP-BA251-0160	Adipose	69	rs718889	6	65	same	20
ENSG00000256073.5	chr21@32393251@C@T	-1.34191957	GTOP-BA251-0160	Adipose	152	rs11702306	-2.0874628412503395	21	same	20
ENSG00000242259.9	chr22@19443962@G@A	-1.4484605	GTOP-BA251-0160	Adipose	179	rs756648	-1.1993088082234067	89	same	20
ENSG00000100234.12	chr22@32862301@T@C	-0.31751618	GTOP-BA251-0160	Adipose	1177	rs1065314	-0.38017606787169966	3374	same	20
ENSG00000100138.15	chr22@41674789@C@T	-0.81192765	GTOP-BA251-0160	Adipose	620	rs132806	-1.1611547918145804	178	same	20
ENSG00000138032.21	chr2@44169096@T@G	-1.48278211	GTOP-BA251-0160	Adipose	148	rs12712912	-2	25	same	20
ENSG00000042493.16	chr2@85394936@T@C	-0.38092964	GTOP-BA251-0160	Adipose	1478	rs6886	-0.6538243588659605	193	same	20
ENSG00000163611.11	chr3@113445262@A@G	-1.7548875	GTOP-BA251-0160	Adipose	35	rs2054823	-1.029747343394052	73	same	20
ENSG00000004399.13	chr3@129555971@G@A	0.49903232	GTOP-BA251-0160	Adipose	473	rs60340844	0.6620387237397971	847	same	20
ENSG00000181092.10	chr3@186857603@G@C	-0.30761255	GTOP-BA251-0160	Adipose	1949	rs1063539	-0.18108916860111574	7355	same	20
ENSG00000177432.8	chr4@88696236@A@G	6.40939094	GTOP-BA251-0160	Adipose	86	rs8605	2.736965594166206	46	same	20
ENSG00000138821.14	chr4@102262778@T@C	-0.60377235	GTOP-BA251-0160	Adipose	320	rs151392	-0.8639384504239714	141	same	20
ENSG00000170522.10	chr4@110050333@A@G	0.50389089	GTOP-BA251-0160	Adipose	295	rs4698806	0.3686445937943927	543	same	20
ENSG00000154556.20	chr4@185587569@G@T	0.81628805	GTOP-BA251-0160	Adipose	127	rs3186	0.7340183101158693	261	same	20
ENSG00000164318.18	chr5@38445617@G@T	-0.88981708	GTOP-BA251-0160	Adipose	194	rs190555309	-1	96	same	20
ENSG00000186468.13	chr5@82274575@G@A	3.169925	GTOP-BA251-0160	Adipose	30	rs226203	1.0210616155278296	103	same	20
ENSG00000113140.11	chr5@151662989@C@G	-0.21075045	GTOP-BA251-0160	Adipose	5445	rs1054204	0.30288925949032547	7735	diff	20
ENSG00000278970.5	chr5@180830375@G@A	-3.9068906	GTOP-BA251-0160	Adipose	128	rs61686884	-1.5047921520371728	142	same	20
ENSG00000124532.15	chr6@24402968@T@C	0.62583478	GTOP-BA251-0160	Adipose	295	rs79747846	0.7802187921200902	125	same	20
ENSG00000118495.21	chr6@143941646@G@T	5	GTOP-BA251-0160	Adipose	33	rs17847331	5.475733430966398	91	same	20
ENSG00000196262.15	chr7@44796715@A@G	0.34277235	GTOP-BA251-0160	Adipose	1091	rs6850	0.3268380090111686	1587	same	20
ENSG00000165171.11	chr7@73834835@T@A	-2.1324503	GTOP-BA251-0160	Adipose	70	rs13246460	-1.7589919004962051	57	same	20
ENSG00000170027.7	chr7@76328327@C@A	1.30728132	GTOP-BA251-0160	Adipose	344	rs1046304	0.4863873432116398	1030	same	20
ENSG00000105835.13	chr7@106271771@C@T	-0.63558857	GTOP-BA251-0160	Adipose	286	rs34056375	0.3661278987978975	618	diff	20
ENSG00000106538.10	chr7@150338437@T@G	0.49602877	GTOP-BA251-0160	Adipose	7096	rs4721	0.4186173895546448	1881	same	20
ENSG00000106565.19	chr7@150793996@T@G	-0.79583856	GTOP-BA251-0160	Adipose	1524	rs3173833	-0.4854268271702417	408	same	20
ENSG00000003989.18	chr8@17570032@A@G	1.42321143	GTOP-BA251-0160	Adipose	81	rs2285295	0.560179399791268	339	same	20
ENSG00000104763.20	chr8@18057410@A@T	-0.24419814	GTOP-BA251-0160	Adipose	3340	rs417661	0.5577776713949258	618	diff	20
ENSG00000164949.8	chr8@94249488@A@G	1.21572869	GTOP-BA251-0160	Adipose	103	rs11985	1.777607578663552	31	same	20
ENSG00000155090.15	chr8@102649991@G@A	-0.26425755	GTOP-BA251-0160	Adipose	1730	rs3191333	0.42395222408659133	850	diff	20
ENSG00000136986.10	chr8@123015388@T@C	-0.45606477	GTOP-BA251-0160	Adipose	555	rs7159	-0.5676845092893208	278	same	20
ENSG00000196196.3	chr9@35906522@G@A	-3.73470962	GTOP-BA251-0160	Adipose	229	rs79284865	-2.222392421336448	68	same	20
ENSG00000156521.14	chr10@70138312@T@C	-2.20163386	GTOP-BA251-2099	Adrenal_Gland	28	rs75054780	-1.4694852833012202	49	same	20
ENSG00000197746.15	chr10@71816550@C@T	-0.29179667	GTOP-BA251-2099	Adrenal_Gland	23674	rs7869	-0.23016694644123398	10226	same	20
ENSG00000099204.23	chr10@114431415@A@G	-0.4184684	GTOP-BA251-2099	Adrenal_Gland	736	rs6646	-0.23973778592265585	1906	same	20
ENSG00000166435.17	chr11@74843102@G@A	-1.51457317	GTOP-BA251-2099	Adrenal_Gland	81	rs517666	-1.3728092638895464	140	same	20
ENSG00000177098.9	chr11@118134148@A@G	1.49476469	GTOP-BA251-2099	Adrenal_Gland	42	rs45584835	2.0677446066358343	135	same	20
